0.706501462	0.684259431	0.706169266	0.523136523	0.768248323	0.748530038	0.763586957	0.614902575	0.681105703	0.647635496	0.681365576	0.472883754	0.55049505	0.665771812	0.57037037	0.286681716	0.439716312	0.476923077	0.533333333	0.394366197	0.674434245	0.650119403	0.657947785	0.496758656	0.707064735	0.701616722	0.705558056	0.539313573	0.642694928	0.582959641	0.643504532	0.460985626	0.680902498	0.67255075	0.66212766	0.502553626	0.706976744	0.670050761	0.590785908	0.449101796	0.765743073	0.692111959	0.689170183	0.43	0.570936385	0.507483662	0.579432102	0.448915009
0.702253269	0.660118776	0.710777301	0.648403851	0.76552901	0.726284849	0.764480735	0.748356561	0.671406083	0.621339472	0.6858691	0.597299115	0.572839506	0.639751553	0.567607727	0.264123258	0.476923077	0.597938144	0.578313253	0.432432432	0.677955975	0.626134038	0.684986121	0.594626896	0.710697674	0.683626142	0.719726686	0.660721635	0.654545455	0.593248945	0.652956298	0.622749231	0.686462882	0.673703534	0.650092081	0.67079646	0.700729927	0.623655914	0.551136364	0.618925831	0.698795181	0.656294201	0.618127786	0.563718141	0.622868014	0.574780466	0.609578914	0.568524854
0.760631548	0.711509529	0.767053783	0.713928705	0.817996908	0.779116466	0.82029735	0.827368931	0.734023424	0.671029578	0.743026546	0.65775127	0.627671541	0.723098996	0.625	0.222652469	0.453125	0.565656566	0.564705882	0.45	0.73207289	0.671035754	0.739944593	0.647551948	0.766348041	0.736493787	0.775505322	0.719762185	0.721071864	0.6416	0.707815631	0.705058366	0.758424685	0.737655646	0.701164295	0.756222837	0.741935484	0.661417323	0.586956522	0.704545455	0.774842767	0.736842105	0.705555556	0.659370725	0.708729207	0.643345104	0.676350431	0.649371022
0.793315794	0.769389866	0.79766088	0.719644564	0.845554318	0.828194546	0.850968242	0.840371081	0.770456606	0.736214749	0.775305392	0.660072595	0.651515152	0.744623656	0.646489104	0.201619433	0.439393939	0.532110092	0.564705882	0.469135802	0.761743399	0.739974358	0.761784384	0.647026003	0.800420818	0.783530163	0.798409806	0.721793548	0.772424599	0.688846881	0.756178532	0.732289336	0.800469484	0.806257521	0.760191847	0.781811234	0.789356984	0.707616708	0.642857143	0.752212389	0.817073171	0.772327044	0.760264901	0.683181226	0.762218268	0.704389212	0.698589311	0.662632908
0.800880585	0.789394813	0.800412053	0.716373531	0.850349211	0.84538376	0.854168262	0.838282248	0.783539708	0.758864246	0.778458068	0.655430203	0.610009443	0.75328084	0.641686183	0.204949729	0.421768707	0.525423729	0.551724138	0.49382716	0.762022726	0.768021569	0.763437721	0.633045421	0.80471584	0.797075183	0.798915695	0.719302495	0.785500747	0.70688379	0.760815159	0.74098848	0.812220566	0.821102737	0.767231193	0.783590516	0.811839323	0.709359606	0.653366584	0.766146993	0.84714119	0.78368356	0.773263434	0.709923664	0.771370735	0.729916856	0.69505533	0.660891958
0.796642417	0.799183928	0.786916858	0.715519175	0.846490542	0.850298461	0.852758881	0.837792509	0.78304724	0.772328438	0.759809342	0.654739798	0.558297872	0.756066411	0.634254144	0.205714286	0.392405063	0.496	0.539325843	0.475	0.757111948	0.778725807	0.746518529	0.63223674	0.798774995	0.80224733	0.779336405	0.718291055	0.779648609	0.707997065	0.752893125	0.741780569	0.807706289	0.83172147	0.77202473	0.788106887	0.813141684	0.737588652	0.687651332	0.746203905	0.839590444	0.789346247	0.793814433	0.718789407	0.767714392	0.736456066	0.667535642	0.660468924
0.791933241	0.797149779	0.775010208	0.716764624	0.8418427	0.849025333	0.847855328	0.838632369	0.781585867	0.768553284	0.745625643	0.656893353	0.518345043	0.777626194	0.613778706	0.210246679	0.385093168	0.545454545	0.539325843	0.487804878	0.751129669	0.77875872	0.727528189	0.633270438	0.79430588	0.801365188	0.765372655	0.71940443	0.773796598	0.708286882	0.739562624	0.747391952	0.793865906	0.812297735	0.771102662	0.780052103	0.803245436	0.717821782	0.698564593	0.763326226	0.841394826	0.7875	0.806122449	0.725465839	0.764473272	0.736164351	0.642714571	0.660101113
0.763205114	0.756910497	0.764462919	0.37781905	0.828169889	0.83164365	0.837227058	0.503547579	0.746198611	0.713554484	0.735510888	0.302930306	0.445774121	0.741602067	0.511677282	0.318875993	0.416666667	0.420289855	0.505494505	0.410958904	0.657759369	0.693892355	0.658504187	0.33479404	0.778319783	0.773017202	0.780435998	0.33774143	0.69408539	0.655035686	0.720654397	0.279283887	0.693977878	0.660447761	0.588904694	0.329803328	0.589473684	0.553072626	0.410876133	0.253012048	0.786570743	0.769792935	0.714482759	0.674213836	0.693537878	0.386789188	0.582903352	0.23258311
0.769362171	0.768569853	0.766561192	0.557302632	0.839803591	0.8449114	0.845163223	0.712869534	0.753581662	0.725570622	0.735265622	0.477152148	0.410081744	0.730582524	0.503611971	0.254211332	0.451612903	0.421052632	0.549450549	0.382352941	0.655320255	0.705890603	0.659522488	0.47712552	0.784678845	0.783649304	0.778673546	0.564375182	0.691367456	0.658574785	0.730645161	0.366389839	0.696701529	0.633222906	0.572254335	0.381045432	0.589473684	0.553072626	0.379746835	0.266666667	0.793727382	0.776331361	0.722527473	0.664928292	0.707057257	0.525971995	0.598062533	0.400860497
0.775736206	0.78049478	0.766236986	0.667491749	0.837256116	0.843984962	0.844594089	0.802624026	0.765609195	0.745722769	0.736537348	0.608344018	0.422326833	0.758454106	0.50203252	0.205846027	0.445945946	0.397515528	0.558139535	0.405797101	0.657083361	0.706372924	0.658839241	0.545594164	0.787330317	0.795201691	0.768109198	0.690862944	0.732069863	0.689447991	0.75443787	0.560559685	0.741411854	0.69265233	0.644235083	0.547211243	0.62755102	0.571428571	0.409937888	0.243161094	0.81183432	0.779931585	0.729508197	0.670116429	0.73525143	0.64147577	0.614960761	0.546307905
